date,usd,euro,yen,rupee
31-12-2002,347.2,330.86,41202.22,16648.24
01-01-2003,347.2,330.86,41202.22,16648.24
02-01-2003,343.8,331.47,41185.5,16502.39
03-01-2003,344.5,330.71,41264.21,16529.11
06-01-2003,351.75,335.61,41779.1,16869.93
07-01-2003,349,334.61,41904.43,16745.02
08-01-2003,349.75,336.62,41929.78,16778.38
09-01-2003,352.4,336.29,42101.21,16883.48
10-01-2003,353,335.17,42201.15,16926.35
13-01-2003,352.55,334.08,41937.56,16890.66
14-01-2003,353.1,333.43,41676.38,16913.48
15-01-2003,351,331.48,41370.61,16819.92
16-01-2003,352.3,333.11,41534.38,16878.68
17-01-2003,357,334.99,42084.94,17103.87
20-01-2003,355.85,333.47,42057.89,17052.32
21-01-2003,353.8,331.3,41958.88,16954.09
22-01-2003,358.5,334.89,42462.53,17164.98
23-01-2003,364.7,339,42950.71,17458.18
24-01-2003,366,338.45,43167.87,17513.1
27-01-2003,368.5,340.35,43820.18,17643.78
28-01-2003,368.4,339.95,43690.38,17635.3
29-01-2003,369.9,340.42,43674.08,17673.82
30-01-2003,367.6,341.83,43803.19,17571.27
31-01-2003,367.5,342.34,44077.95,17567.79
03-02-2003,369.5,344.2,44576.48,17643.63
04-02-2003,376.55,346.48,45161.5,17987.78
05-02-2003,382.1,352.78,45792.75,18244.31
06-02-2003,375.8,346.9,45015.18,17944.44
07-02-2003,373.25,344.93,44834.79,17792.83
10-02-2003,370.5,343.98,44843.46,17676.55
11-02-2003,364,339.81,44193.24,17373.72
12-02-2003,356.3,331.9,43206.7,17056.07
13-02-2003,352.8,325.79,42574.11,16870.88
14-02-2003,354.25,328.19,42720.77,16957.95
17-02-2003,347,323.21,41763.18,16579.66
18-02-2003,344.1,321.95,40984.01,16413.56
19-02-2003,346,322.13,41085.77,16507.66
20-02-2003,351.55,324.91,41634.04,16768.92
21-02-2003,352.3,325.87,41803.89,16804.7
24-02-2003,355.2,329.84,41817.69,16957.24
25-02-2003,357.6,332.59,41960.77,17063.23
26-02-2003,351.9,326.07,41216.28,16785.62
27-02-2003,351.25,326.84,41343.88,16744.09
28-02-2003,347.45,322.37,41077.27,16561.2
03-03-2003,345.5,318.55,40732.72,16466.53
04-03-2003,353.4,324.04,41641.11,16841.27
05-03-2003,353.95,322.42,41467.01,16858.63
06-03-2003,354.7,323.07,41606.3,16890.81
07-03-2003,350.75,317.69,40857.11,16713.24
10-03-2003,354.45,320.6,41327.09,16889.54
11-03-2003,348.7,315.38,40761.28,16619.04
12-03-2003,346.1,313.99,40561.17,16498.58
13-03-2003,334.5,307.35,39566.33,15938.92
14-03-2003,335.2,311.42,39732.92,15972.28
17-03-2003,340.75,318.73,40303.91,16240.14
18-03-2003,338.8,318.63,40262.97,16147.19
19-03-2003,335.8,317.09,40170.05,16000.86
20-03-2003,335.8,316.27,40353.06,16031.08
21-03-2003,333.5,316.32,40508.58,15891.27
24-03-2003,329.45,309.05,39680.6,15700.26
25-03-2003,331.9,310.43,39784.84,15801.75
26-03-2003,329.95,309.04,39618.74,15702.32
27-03-2003,332.75,310.42,39821.85,15818.93
28-03-2003,330.75,307.59,39728.03,15730.47
31-03-2003,334.85,306.86,39706.49,15891.97
01-04-2003,334.35,306.7,39548.57,15864.9
02-04-2003,329.3,305.18,39201.49,15592.34
03-04-2003,323.7,301.49,38680.52,15343.38
04-04-2003,323.8,302.62,38883.5,15348.11
07-04-2003,319.9,301,38507.95,15169.65
08-04-2003,323.4,303.14,38825.77,15332.39
09-04-2003,321.35,300.54,38729.08,15252.87
10-04-2003,324.6,299.94,38745.86,15381.16
11-04-2003,324.8,302.03,39104.27,15372.77
14-04-2003,325.95,302.1,39177.55,15433.73
15-04-2003,325.45,301.64,39123.96,15405.82
16-04-2003,324.1,298.68,38995.69,15355.85
17-04-2003,327,299.9,39038.89,15485.08
18-04-2003,327,299.9,39038.89,15485.08
21-04-2003,327,301.2,39424.75,15485.74
22-04-2003,334.9,305.58,40112.63,15854.16
23-04-2003,333.3,304.58,40137.62,15778.41
24-04-2003,333.7,302.85,40047.33,15795.68
25-04-2003,333.25,302.46,40131.63,15781.05
28-04-2003,332.6,302.45,40001.78,15758.58
29-04-2003,331.4,300.73,39802.78,15699.07
30-04-2003,336.75,301.75,40160.8,15943.42
01-05-2003,341.2,302.95,40375.89,16148.99
02-05-2003,340.5,303.46,40482.04,16117.56
05-05-2003,340.5,301.9,40386.7,16088.63
06-05-2003,342.85,302.26,40435.71,16192.8
07-05-2003,341.85,301.07,39765.68,16155.31
08-05-2003,346.45,302.54,40408.19,16369.76
09-05-2003,347.9,302.82,40779.09,16413.91
12-05-2003,351.1,304.07,41026.01,16559.62
13-05-2003,350.4,304.26,40863.63,16524.86
14-05-2003,353.55,307.6,41105.47,16668.1
15-05-2003,354.25,308.97,41084.14,16688.71
16-05-2003,355,307.61,41197.75,16731.15
19-05-2003,359,307.19,41854.01,16851.46
20-05-2003,366.3,314.35,42796.63,17179.46
21-05-2003,367.8,314.43,43153.95,17231.42
22-05-2003,369.6,316.38,43372.54,17326.84
23-05-2003,370.5,314.36,43296.62,17365.33
26-05-2003,370.5,312.18,43305.89,17372.19
27-05-2003,371.4,312.82,43422.22,17407.51
28-05-2003,359.5,306.21,42636.7,16874.93
29-05-2003,363.1,307,42987.39,17083.84
30-05-2003,361.4,307.27,43225.23,16993.02
02-06-2003,364.75,311.29,43208.28,17179.72
03-06-2003,365,311.58,43362,17136.75
04-06-2003,364.2,311.88,43254.21,17071.87
05-06-2003,366.75,309.57,43115.13,17196.91
06-06-2003,363,310.36,43142.55,17017.44
09-06-2003,362.75,308.47,42857.09,17007.89
10-06-2003,354.25,303.23,41689.91,16561.19
11-06-2003,354.25,301.35,41702.31,16536.39
12-06-2003,352.25,300.29,41507.38,16443.03
13-06-2003,353.05,299.22,41499.24,16490.95
16-06-2003,358.3,302.18,42119.93,16718.26
17-06-2003,362.75,307.02,42851.65,16900.52
18-06-2003,359.75,307.7,42635.77,16760.75
19-06-2003,357.65,306.08,42460.19,16652.18
20-06-2003,358,308.02,42397.94,16664.9
23-06-2003,355,307.91,41842.07,16560.75
24-06-2003,348.25,302.37,41034.29,16221.48
25-06-2003,348.1,300.92,40919.13,16217.97
26-06-2003,343.85,300.38,41041.91,16002.77
27-06-2003,345.5,302.42,41316.61,16031.2
30-06-2003,346,301.3,41545.95,16078.62
01-07-2003,350.2,302,41749.09,16261.53
02-07-2003,351.5,305.21,41795.11,16316.63
03-07-2003,349.4,303.22,41237.92,16212.15
04-07-2003,351.3,305.84,41467.43,16275.72
07-07-2003,348.15,306.92,41149.57,16129.78
08-07-2003,347.2,307.34,41082.43,16064.94
09-07-2003,344.15,303.9,40516.77,15910.05
10-07-2003,343.4,302.72,40483.41,15861.64
11-07-2003,343.7,304.05,40505.04,15847.14
14-07-2003,347.5,308.08,40841.67,15998.9
15-07-2003,348.25,309.83,40874.1,16064.77
16-07-2003,343.2,306.05,40581.68,15854.98
17-07-2003,342.5,306.25,40673.58,15830.35
18-07-2003,344.35,307.11,40944.92,15922.73
21-07-2003,350,309.13,41466.25,16177
22-07-2003,352,310.02,41974.24,16255.36
23-07-2003,354.75,310,42195.74,16375.26
24-07-2003,357.3,311.1,42515.1,16492.95
25-07-2003,363,314.54,43073.58,16737.92
28-07-2003,365.6,318.24,43680.04,16866.95
29-07-2003,363.5,315.99,43447.34,16763.71
30-07-2003,357.75,314.15,43135.71,16500.14
31-07-2003,354.75,315.18,42763.34,16368.87
01-08-2003,352.35,313.1,42276.69,16264.47
04-08-2003,347.5,306.49,41809.46,16031.91
05-08-2003,348.4,307.04,41794.05,16062.98
06-08-2003,352,309.45,42306.88,16207.84
07-08-2003,351.6,308.23,41801.71,16148.98
08-08-2003,353.95,312.55,42137.74,16267.54
11-08-2003,359.15,317.1,42546.69,16502.94
12-08-2003,360.1,318.79,42691.64,16521.38
13-08-2003,358.65,317.4,42777.96,16462.03
14-08-2003,363.6,322.84,43330.19,16687.41
15-08-2003,364.5,323.87,43470.27,16719.61
18-08-2003,360.25,322.79,43042.67,16513.86
19-08-2003,360.4,325.04,43046.16,16506.31
20-08-2003,363.7,327.02,43018.43,16662.91
21-08-2003,363.3,331.39,42787.63,16653.66
22-08-2003,358.75,330.37,42142.36,16448.68
25-08-2003,358.75,329.1,42072.4,16461.24
26-08-2003,360.5,331.27,42337.12,16536.13
27-08-2003,371.25,340.75,43716.54,17023.67
28-08-2003,369.8,339.05,43431.14,16960.86
29-08-2003,375.6,342.11,43824.99,17217.5
01-09-2003,376.25,342.89,43836.89,17243.53
02-09-2003,373.7,343.95,43448.22,17141.61
03-09-2003,370,341.77,42936.65,16979.3
04-09-2003,370.75,340.17,43320.28,17021.13
05-09-2003,375.8,340.71,43870.87,17236.05
08-09-2003,374.65,337.54,43695.41,17158.96
09-09-2003,382.25,341.77,44480.52,17507.05
10-09-2003,380,338.97,44499.9,17369.8
11-09-2003,376.3,336.4,44062.82,17195.02
12-09-2003,378.25,334.7,44406.55,17304.94
15-09-2003,373.5,330.63,43893.72,17102.56
16-09-2003,374.6,334.75,43620.28,17175.4
17-09-2003,374.25,333.05,43551.47,17197.72
18-09-2003,378.3,335.91,43549.87,17396.11
19-09-2003,379.75,334.64,43236.43,17441.91
22-09-2003,385.5,335.86,43147.08,17634.7
23-09-2003,384.6,334.9,42871.34,17599.29
24-09-2003,385,335.67,43077.65,17621.45
25-09-2003,390.7,339.13,43617.74,17921.4
26-09-2003,382.7,333.57,42856.65,17552.53
29-09-2003,381.95,331.08,42448.01,17493.3
30-09-2003,388,333.18,43345.42,17754.88
01-10-2003,383.5,327.37,42434.27,17468.42
02-10-2003,382.2,326.97,42336.28,17390.1
03-10-2003,384.25,330.45,42532.63,17437.26
06-10-2003,371.3,318.34,41204.99,16871.86
07-10-2003,376.1,319.53,41224.3,17044.84
08-10-2003,375.25,317.73,41093.63,17032.6
09-10-2003,370.6,315.79,40423.18,16765.93
10-10-2003,372.3,315.39,40439.2,16891.24
13-10-2003,370.25,317.08,40355.4,16813.05
14-10-2003,373.95,319.66,40910.12,17072.68
15-10-2003,373.5,320.96,41004.69,17065.21
16-10-2003,373.4,319.31,40801.4,16918.75
17-10-2003,370.5,318.46,40567.9,16787.35
20-10-2003,373.8,320.47,41250.68,16936.87
21-10-2003,378.2,323.65,41469.62,17138.13
22-10-2003,384.75,326.41,41931.97,17431.1
23-10-2003,384.5,326.18,42118.13,17421.69
24-10-2003,388.25,328.37,42422.14,17593.54
27-10-2003,386,327.85,41846.26,17522.47
28-10-2003,384.4,328.91,41649.73,17413.31
29-10-2003,385.4,329.63,41646.31,17468.25
30-10-2003,386.5,330.71,41852.15,17508.45
31-10-2003,386.25,332.26,42462.39,17504.85
03-11-2003,383.25,334.07,42621.23,17365.06
04-11-2003,377.9,328.58,41378.15,17122.64
05-11-2003,378.75,329.76,41645.45,17153.59
06-11-2003,380.25,332.59,41838.91,17227.22
07-11-2003,378.95,330.27,41523.44,17155.06
10-11-2003,383.5,333.32,41462.1,17370.63
11-11-2003,387.8,336.51,42161.59,17563.45
12-11-2003,389.7,334.92,42385.71,17665.09
13-11-2003,395.4,337.78,42782.27,17933.36
14-11-2003,396.7,337.06,42954.67,18018.11
17-11-2003,393.7,333.98,42871.95,17913.35
18-11-2003,393.9,331.19,42631.78,17973.65
19-11-2003,395.15,331.4,43087.14,18028.71
20-11-2003,394.3,330.87,42931.36,18033.3
21-11-2003,395.5,331.48,43048.19,18094.13
24-11-2003,391.9,332.85,42818.98,17972.52
25-11-2003,391.75,332.16,42965.18,17991.11
26-11-2003,396,332.15,43183.8,18168.48
27-11-2003,395.45,332.35,43196.97,18149.17
28-11-2003,398.35,332.32,43627.27,18232.47
01-12-2003,400.25,334.59,43837.38,18289.42
02-12-2003,401.35,332.09,43735.09,18317.61
03-12-2003,401.8,331.86,43466.7,18332.12
04-12-2003,402.25,333.51,43545.57,18340.58
05-12-2003,402.4,331.44,43445.1,18347.42
08-12-2003,406.15,332.43,43588,18481.85
09-12-2003,407.75,334.14,43820.89,18560.78
10-12-2003,410,335.01,44364.04,18661.15
11-12-2003,404.1,332.74,43749.87,18400.68
12-12-2003,407.1,332,43867.04,18533.22
15-12-2003,407.5,331.5,43920.35,18555.51
16-12-2003,408,330.83,43906.92,18576.24
17-12-2003,408.25,329.74,43825.63,18579.46
18-12-2003,407.5,329.33,44007.96,18541.25
19-12-2003,409.75,331.7,44236.61,18647.72
22-12-2003,410.45,330.45,44098.74,18689.83
23-12-2003,409.25,329.52,43947.31,18610.64
24-12-2003,409.25,328.6,43847.04,18641.33
25-12-2003,409.25,328.6,43847.04,18641.33
26-12-2003,409.25,328.73,43836.81,18651.57
29-12-2003,412,330.04,44051.04,18799.56
30-12-2003,416.25,332.19,44511.69,18960.18
31-12-2003,416.25,330,44609.51,18991.41
01-01-2004,416.25,330,44609.51,18991.41
02-01-2004,415.25,329.9,44440.05,18947.85
05-01-2004,420.6,331.93,44640.36,19196.18
06-01-2004,424.4,332.93,45100.97,19359
07-01-2004,421.75,332.26,44772.98,19204.38
08-01-2004,421,330.92,44695.46,19155.5
09-01-2004,423.35,329.58,45063.47,19237.01
12-01-2004,425.25,332.19,45291.25,19319.1
13-01-2004,425.5,332.8,45202.99,19315.57
14-01-2004,419.5,330.74,44469.09,19049.49
15-01-2004,412.5,327.3,43739.43,18735.75
16-01-2004,408.4,329.51,43586.48,18537.27
19-01-2004,406.6,328.57,43630.19,18467.76
20-01-2004,409.25,325.59,43918.66,18573.81
21-01-2004,407.6,322.85,43499.05,18500.96
22-01-2004,409.25,322.08,43515.55,18569.72
23-01-2004,409,322.48,43366.27,18539.96
26-01-2004,408.2,324.96,43307.97,18491.45
27-01-2004,405.7,321.74,42852.06,18380.23
28-01-2004,411,326.5,43374.88,18622.41
29-01-2004,405.7,327.93,43012.3,18380.23
30-01-2004,399.75,321.78,42313.53,18106.68
02-02-2004,398.35,320.19,42023.92,18037.28
03-02-2004,401.45,319.71,42318.84,18175.64
04-02-2004,399.25,318.95,42152.81,18066.06
05-02-2004,399.55,317.07,42160.49,18071.64
06-02-2004,404.25,317.98,42648.38,18294.33
09-02-2004,405.95,320.21,42923.11,18348.94
10-02-2004,408.55,321.88,43159.2,18448.07
11-02-2004,405.75,320.13,42863.43,18337.87
12-02-2004,411.6,320.99,43384.68,18610.49
13-02-2004,416,325.27,43850.56,18799.03
16-02-2004,411.7,322.04,43403.46,18621.19
17-02-2004,414.5,323.27,43874.82,18749.9
18-02-2004,414.5,323.16,44048.91,18766.49
19-02-2004,409.8,323.26,43971.51,18539.34
20-02-2004,405.25,322.36,44113.49,18317.3
23-02-2004,399.5,318.09,43249.87,18091.35
24-02-2004,402.25,317.48,43505.35,18193.77
25-02-2004,400.25,319.1,43485.16,18091.3
26-02-2004,393.25,316.64,43137.56,17788.66
27-02-2004,395.85,318.59,43250.55,17906.26
01-03-2004,400,321.41,43580,18080
02-03-2004,395.75,321.79,43619.56,17893.83
03-03-2004,390.5,321.85,42999.9,17656.46
04-03-2004,392,321.68,43410.08,17745.84
05-03-2004,399.25,321.43,44352.68,18074.04
08-03-2004,399.85,323.63,44841.16,18083.21
09-03-2004,401.5,323.56,44616.69,18151.81
10-03-2004,400.25,327.43,44459.76,18095.3
11-03-2004,398.45,325.27,44164.19,18043.8
12-03-2004,398,326.48,44211.83,17995.57
15-03-2004,398.1,325.66,44083.58,17998.09
16-03-2004,402.5,326.1,43852.37,18195.01
17-03-2004,402.75,330.26,43605.74,18208.32
18-03-2004,410.75,331.87,43767.46,18570
19-03-2004,412,333.93,44026.31,18601.8
22-03-2004,417.65,337.49,44617.53,18832.88
23-03-2004,416.25,338.37,44428.44,18654.24
24-03-2004,415.25,340.02,44126.54,18574.13
25-03-2004,416.1,341.78,44129.47,18610.06
26-03-2004,421.5,348.39,44653.7,18727.24
29-03-2004,421.25,346.67,44452.4,18541.32
30-03-2004,420,344.79,44379.3,18482.1
31-03-2004,423.7,344.78,44079.62,18397.05
01-04-2004,427.25,345.52,44297.28,18521.28
02-04-2004,419,344.79,43737.31,18310.3
05-04-2004,417.7,347.69,43944.12,18228.43
06-04-2004,418.5,347.01,44434.23,18271.71
07-04-2004,419,344.32,44036.9,18218.12
08-04-2004,419.5,346.57,44429.24,18292.3
09-04-2004,419.5,346.57,44429.24,18292.3
12-04-2004,419.5,347.54,44387.29,18294.39
13-04-2004,407.9,342.5,43575.94,17831.34
14-04-2004,397.75,333.58,43141.95,17405.54
15-04-2004,398.25,333.72,43257.91,17503.09
16-04-2004,400.85,333.18,43385.98,17557.22
19-04-2004,403.1,335.08,43772.61,17677.94
20-04-2004,396.85,333.03,42957.01,17444.52
21-04-2004,392.75,330.78,42884.37,17286.89
22-04-2004,392.3,330.66,43056.86,17325.92
23-04-2004,394.5,333.62,43075.45,17381.67
26-04-2004,397,334.89,43100.3,17487.85
27-04-2004,396.25,332.89,43454.75,17508.31
28-04-2004,392.25,331.19,43049.44,17308.03
29-04-2004,386,323.22,42454.2,17119.1
30-04-2004,388.5,324.09,42872.92,17276.59
03-05-2004,388.5,324.98,42890.4,17416.45
04-05-2004,391.25,323.74,42980.77,17467.35
05-05-2004,392.55,323.71,42648.57,17484.17
06-05-2004,387.5,320.84,42473.87,17294.12
07-05-2004,380.8,319.74,42624.83,16991.29
10-05-2004,375,316.3,42628.12,16837.5
11-05-2004,375.25,317.83,42679.05,17008.21
12-05-2004,382.2,321.24,43265.03,17332.76
13-05-2004,375.15,316.92,42892.76,16969.9
14-05-2004,376.5,317.57,43081.01,17149.57
17-05-2004,382.95,319.19,43696.5,17426.13
18-05-2004,377.7,315.79,43171.1,17158.91
19-05-2004,380.75,316.41,42887.68,17187.05
20-05-2004,379.5,318.2,42966.98,17164.78
21-05-2004,385.3,320.6,43167.06,17427.11
24-05-2004,384,321,43236.47,17387.52
25-05-2004,388.9,321.31,43642.34,17621.05
26-05-2004,389.65,322.22,43488.82,17671.4
27-05-2004,393.6,320.95,43608.9,17861.56
28-05-2004,393.25,322.03,43463.95,17849.62
31-05-2004,393.25,322.03,43463.95,17849.62
01-06-2004,397.2,325,43662.2,18036.85
02-06-2004,394.85,321.71,43516.4,17904.46
03-06-2004,390.35,318.82,43387.38,17632.1
04-06-2004,388.3,317.23,43252.72,17518.14
07-06-2004,393.6,319.75,43215.3,17737.57
08-06-2004,392.35,319.88,43064.32,17651.82
09-06-2004,386.85,319.94,42273.02,17377.29
10-06-2004,384.95,318.34,42119.3,17340.07
11-06-2004,384.85,320.43,42402.75,17345.18
14-06-2004,385.1,318.67,42722.97,17454.65
15-06-2004,386.5,320.02,42540.12,17527.77
16-06-2004,385.25,320.79,42364.01,17459.53
17-06-2004,386.1,320.81,42252.84,17548.24
18-06-2004,395.1,325.84,42990.81,18020.5
21-06-2004,395.25,326.83,42894.5,18130.12
22-06-2004,395.75,327.3,43138.72,18283.65
23-06-2004,393.9,325.79,42779.5,17991.37
24-06-2004,400,328.47,42825.99,18330
25-06-2004,401.5,330.79,43263.63,18374.65
28-06-2004,404.25,331.61,43600.38,18532.84
29-06-2004,394.4,325.51,42739.14,18142.4
30-06-2004,395.8,325.32,43187.69,18196.89
01-07-2004,394.8,324.74,42707.46,18101.57
02-07-2004,397.75,323.36,43157.86,18177.17
05-07-2004,398.25,324.51,43478.94,18239.85
06-07-2004,394.5,321.45,43093.2,18147
07-07-2004,399.65,323.28,43336.04,18311.96
08-07-2004,405.35,326.88,44065.58,18534.62
09-07-2004,406.5,328.11,43993.46,18546.56
12-07-2004,406.35,327.53,43967.05,18551.9
13-07-2004,400.9,325.31,43748.2,18371.24
14-07-2004,403.8,325.92,44040.42,18544.5
15-07-2004,403.15,325.87,44159.02,18556.99
16-07-2004,406.3,326.46,44138.38,18649.16
19-07-2004,406.35,327.11,43975.18,18718.5
20-07-2004,400,323.17,43337.99,18424
21-07-2004,398.5,325.98,43825.03,18362.87
22-07-2004,397.75,324.13,43561.58,18395.94
23-07-2004,391.5,323.09,43157,18126.45
26-07-2004,390.75,321.57,42984.45,18083.91
27-07-2004,389.85,323.06,43236.3,18011.06
28-07-2004,387.3,321.69,43267.2,17912.62
29-07-2004,387.3,320.88,43381.45,17970.71
30-07-2004,391.4,325.1,43623.47,18151.17
02-08-2004,391.5,325.29,43384.07,18128.4
03-08-2004,390.95,324.1,43250.79,18110.76
04-08-2004,391.5,324.75,43568.07,18140.15
05-08-2004,390.85,324.45,43593.43,18123.71
06-08-2004,399,325.51,43927.9,18475.69
09-08-2004,399,325.54,44103.46,18507.61
10-08-2004,399.5,324.41,44262.6,18516.82
11-08-2004,393.85,322.71,43772.47,18227.37
12-08-2004,394.15,322.27,43817.64,18201.84
13-08-2004,396.75,321.19,43930.14,18353.65
16-08-2004,401.65,325.39,44448.58,18610.44
17-08-2004,401.3,325.48,44155.02,18584.19
18-08-2004,402.45,327.39,44126.62,18647.52
19-08-2004,406.5,328.92,44454.83,18800.63
20-08-2004,410.55,333.09,44866.93,18977.66
23-08-2004,410.6,336.35,44938.1,18992.29
24-08-2004,406.2,335.11,44487.01,18788.77
25-08-2004,406,335.63,44735.11,18812.01
26-08-2004,406.05,335.83,44492.91,18800.1
27-08-2004,405.1,336.56,44380.71,18741.94
30-08-2004,405.1,336.41,44573.14,18774.35
31-08-2004,407.25,335.1,44693.65,18874
01-09-2004,407.65,334.95,44629.51,18876.23
02-09-2004,406.1,334.09,44407.02,18796.33
03-09-2004,401.15,332.81,44220.75,18575.24
06-09-2004,401.6,332.52,44182.01,18610.14
07-09-2004,398.1,329.62,43548.14,18445.95
08-09-2004,396.3,326.78,43305.66,18348.68
09-09-2004,398.7,327.7,43779.25,18441.86
10-09-2004,401.35,326.39,43873.55,18548.38
13-09-2004,399.3,326.11,43988.86,18423.69
14-09-2004,405.25,329.97,44403.24,18588.82
15-09-2004,404.45,332.98,44576.45,18517.74
16-09-2004,403.4,332.33,44240.87,18473.7
17-09-2004,405.7,333.51,44689.88,18585.11
20-09-2004,404.3,332.83,44450.74,18535.12
21-09-2004,408.5,333.32,44961.55,18713.38
22-09-2004,405.35,331.21,44856.01,18573.13
23-09-2004,411.5,334.65,45411.08,18863.16
24-09-2004,407.85,332.46,45175.49,18701.95
27-09-2004,409.2,332.72,45503.03,18804.78
28-09-2004,411.7,334.38,45881.9,18999.95
29-09-2004,412.95,335.34,45756.92,18977.11
30-09-2004,415.65,334.66,45810.85,19119.9
01-10-2004,418.1,337.33,46164.49,19161.51
04-10-2004,412.55,336.47,45861.1,18915.4
05-10-2004,415.4,337.55,46163.39,19044
06-10-2004,418.45,340.11,46565.11,19179.65
07-10-2004,418.1,340.32,46494.79,19167.78
08-10-2004,421.75,339.7,46284.95,19290.84
11-10-2004,421.7,340.62,46058.06,19305.42
12-10-2004,414.7,336.94,45521.61,18993.25
13-10-2004,411.25,335.26,45175.81,18835.25
14-10-2004,415.35,335.14,45484.96,19033.41
15-10-2004,420.4,336.82,45871.93,19252.21
18-10-2004,419.1,334.78,45780.37,19198.96
19-10-2004,419.35,335.01,45495.26,19195.74
20-10-2004,423.6,336.07,45844.09,19369.1
21-10-2004,422.5,335.12,45412.41,19314.59
22-10-2004,422.8,334.72,45444.63,19321.95
25-10-2004,429.15,335.92,45762.4,19579.96
26-10-2004,427.5,334.65,45556.53,19513.23
27-10-2004,428.25,335.34,45535.82,19528.2
28-10-2004,424.2,333.08,45022.46,19311.7
29-10-2004,425.55,334.54,45189.13,19305.06
01-11-2004,428.85,336.48,45618.9,19459.06
02-11-2004,424.2,334.03,45060.64,19303.21
03-11-2004,423.5,330.85,44948.17,19190.9
04-11-2004,430.5,334.17,45665.29,19430.62
05-11-2004,431,333.81,45554.54,19463.96
08-11-2004,431.9,333.5,45597.83,19474.37
09-11-2004,433.65,335.81,45851.97,19570.62
10-11-2004,433.4,335.54,46354.28,19546.33
11-11-2004,433.8,336.41,46295.11,19586.06
12-11-2004,436.05,337.17,46070.84,19648.4
15-11-2004,437.6,338.16,46173.35,19678.86
16-11-2004,439.4,338.59,46301.76,19770.8
17-11-2004,443.45,340.47,46196.39,19957.46
18-11-2004,442,340.3,46058.6,19905.46
19-11-2004,445.6,341.23,45872.27,20054.22
22-11-2004,447.8,343.34,46219.66,20153.23
23-11-2004,448.15,342.4,46399.19,20186.91
24-11-2004,448.6,340.89,46127.28,20198.21
25-11-2004,451.15,340.76,46260.91,20310.76
26-11-2004,451,340.12,46328.97,20279.21
29-11-2004,451.25,339.66,46300.5,20173.13
30-11-2004,453.4,341.15,46607.24,20171.76
01-12-2004,452.85,340.35,46602.77,20047.66
02-12-2004,454.2,342.29,46857.53,20002.96
03-12-2004,448.65,335.55,45993.34,19767.51
06-12-2004,453.05,337.43,46498.76,19725.79
07-12-2004,451.8,336.47,46420.17,19732.35
08-12-2004,436.9,329.31,45741.23,19197.38
09-12-2004,437.1,329.7,45864.88,19295.77
10-12-2004,434,328.23,45795.68,19365.08
13-12-2004,435.1,327.2,45548.43,19220.53
14-12-2004,437.1,329.05,46129.33,19265.17
15-12-2004,439,327.09,45715.26,19272.1
16-12-2004,439.5,330.79,45842.04,19219.33
17-12-2004,438.9,331.15,45825.53,19274.29
20-12-2004,442.45,330,45977.18,19390.37
21-12-2004,440.95,329.94,46090.29,19280.53
22-12-2004,441,329.45,45905.89,19324.62
23-12-2004,441.1,326.68,45708.97,19298.12
24-12-2004,441.1,325.84,45689.12,19313.55
27-12-2004,441.1,323.81,45508.27,19315.76
28-12-2004,441.1,324.28,45543.56,19269.45
29-12-2004,440.25,324.06,45865.24,19236.72
30-12-2004,435.6,319.59,44882.03,19013.93
31-12-2004,435.6,320.47,44635.91,18935.52
03-01-2005,435.6,323.6,44812.33,18911.56
04-01-2005,427.75,321.8,44637.85,18587.87
05-01-2005,426,320.87,44242.23,18616.2
06-01-2005,424.35,322.16,44588.56,18588.64
07-01-2005,422.2,323.59,44267.66,18443.8
10-01-2005,420,320.72,43879.5,18427.5
11-01-2005,421.35,320.41,43763.5,18396.13
12-01-2005,426.6,321.1,43677.42,18625.34
13-01-2005,423.6,320.85,43368.15,18479.54
14-01-2005,422.5,322.65,43340.04,18425.22
17-01-2005,422.25,322.73,43090.61,18410.1
18-01-2005,421.75,323.84,43273.66,18424.15
19-01-2005,424.95,326.04,43567.99,18536.31
20-01-2005,422.9,326.51,43624.24,18516.67
21-01-2005,423.3,325.65,43703.59,18498.2
24-01-2005,427.35,327.63,43912.33,18655.96
25-01-2005,424.5,327.63,44179.84,18588.85
26-01-2005,425.8,325.75,43808.41,18615.96
27-01-2005,424.5,325.57,43823.25,18540.03
28-01-2005,426.8,328.07,44197.25,18655.42
31-01-2005,422.15,323.85,43673.51,18428.95
01-02-2005,420.9,323.61,43805.16,18393.32
02-02-2005,421.6,323.47,43793.68,18297.43
03-02-2005,416.5,321.51,43597.13,18067.77
04-02-2005,415.9,321.34,43118.42,18050.05
07-02-2005,414.4,322.96,43263.35,18005.67
08-02-2005,411.1,321.94,43508.75,17952.73
09-02-2005,411.15,321.47,43462.65,17967.25
10-02-2005,415.5,322.28,43866.41,18190.59
11-02-2005,418.85,325.28,44257.77,18320.49
14-02-2005,424.2,327.2,44560.08,18503.6
15-02-2005,424.4,327.28,44424.05,18584.47
16-02-2005,423.1,325.85,44613.76,18500.04
17-02-2005,426.25,326.27,44962.98,18668.47
18-02-2005,427.1,326.89,45163.67,18698.43
21-02-2005,427.15,326.78,45028,18711.3
22-02-2005,432.85,327.38,45105.11,18911.2
23-02-2005,432.6,327.89,45459.75,18906.77
24-02-2005,433.75,328.49,45719.42,18941.86
25-02-2005,434.25,329.21,45683.1,18972.38
28-02-2005,435.45,328.06,45410.89,18985.61
01-03-2005,433.45,328.73,45276.01,18941.76
